epoch, neuron_units, loss, dl2_loss, top1, top5, dl2_p_acc, dl2_constraint_acc
1, 7552, 0.5772, 1.8575, 84.375, 100.000, 0.000, 0.125, 100, 481.4899432659149 
1, 7202, 0.1970, 2.3963, 92.188, 100.000, 0.000, 0.125, 200, 948.9604070186615 
1, 6852, 0.6697, 2.0746, 85.938, 96.875, 0.000, 0.031, 300, 1418.3392326831818 
1, 6502, 0.5835, 2.0861, 90.625, 96.875, 0.000, 0.094, 400, 1889.5751259326935 
1, 6152, 0.5353, 2.1545, 81.250, 100.000, 0.000, 0.031, 500, 2362.499120235443 
1, 5802, 0.9189, 2.2901, 79.688, 96.875, 0.000, 0.094, 600, 2837.275959253311 
1, 5452, 0.9305, 1.9497, 73.438, 98.438, 0.000, 0.031, 700, 3313.899901866913 
2, 5102, 0.8981, 1.5531, 78.125, 100.000, 0.000, 0.094, 800, 3835.3920743465424 
2, 4752, 0.9988, 2.0010, 79.688, 96.875, 0.000, 0.094, 900, 4316.250388383865 
2, 4402, 0.9433, 1.2407, 76.562, 95.312, 0.000, 0.094, 1000, 4798.886743783951 
2, 4052, 0.9187, 1.2577, 71.875, 96.875, 0.000, 0.094, 1100, 5283.453570127487 
2, 3702, 1.1903, 1.6080, 67.188, 93.750, 0.000, 0.125, 1200, 5769.749948501587 
2, 3352, 1.2310, 1.0525, 62.500, 89.062, 0.000, 0.062, 1300, 6257.745666503906 
2, 3002, 0.7979, 1.1757, 71.875, 98.438, 0.000, 0.094, 1400, 6747.550770044327 
2, 2652, 1.8171, 1.0341, 53.125, 87.500, 0.000, 0.031, 1500, 7240.026188373566 
3, 1952, 2.6075, 0.6829, 43.750, 67.188, 0.000, 0.062, 2400, 7853.856942892075 
3, 1602, 3.1961, 1.1015, 23.438, 73.438, 0.000, 0.062, 2500, 8349.857439041138 
3, 1252, 4.6670, 1.0914, 18.750, 46.875, 0.000, 0.125, 2600, 8847.55601477623 
3, 902, 3.7037, 0.6386, 12.500, 35.938, 0.000, 0.094, 2700, 9347.204503059387 
3, 552, 3.8573, 0.4217, 14.062, 42.188, 0.000, 0.188, 2800, 9848.65418791771 
3, 202, 6.7324, 0.0382, 4.688, 18.750, 0.000, 0.750, 2900, 10352.21819448471 
3, 0, 4.2315, 0.0382, 4.688, 26.562, 0.000, 0.906, 3000, 10857.763231277466 
