epoch, neuron_units, loss, dl2_loss, top1, top5, dl2_p_acc, dl2_constraint_acc
1, 252, 1.4937, 0.0016, 53.125, 79.688, 0.506, 0.126, 0.8942, 0.7482, 0.5731, 0.4076, 0.2624, 0.1412, 
1, 242, 2.4242, 0.0013, 59.375, 82.812, 0.610, 0.226, 0.9259, 0.8392, 0.7135, 0.5447, 0.3588, 0.1821, 
1, 232, 0.6449, 0.0008, 78.125, 100.000, 0.803, 0.394, 0.8729, 0.6622, 0.4228, 0.2438, 0.1094, 0.0322, 
1, 222, 2.5747, 0.0014, 57.812, 98.438, 0.575, 0.273, 0.9336, 0.8632, 0.7652, 0.6456, 0.5127, 0.3639, 
1, 212, 0.2926, 0.0008, 89.062, 100.000, 0.817, 0.257, 0.8430, 0.6447, 0.4146, 0.1881, 0.0715, 0.0263, 
1, 202, 0.3513, 0.0008, 90.625, 98.438, 0.862, 0.213, 0.8934, 0.7608, 0.5846, 0.3716, 0.1849, 0.0640, 
1, 192, 0.8508, 0.0006, 73.438, 100.000, 0.880, 0.504, 0.9036, 0.7539, 0.5665, 0.3641, 0.1987, 0.0866, 
1, 182, 0.4323, 0.0009, 89.062, 98.438, 0.843, 0.158, 0.8753, 0.7077, 0.5179, 0.3301, 0.1687, 0.0693, 
1, 172, 0.4036, 0.0008, 89.062, 100.000, 0.827, 0.246, 0.8754, 0.7384, 0.5808, 0.4319, 0.2892, 0.1642, 
1, 162, 0.5085, 0.0006, 89.062, 98.438, 0.854, 0.513, 0.8768, 0.7083, 0.5016, 0.3032, 0.1504, 0.0523, 
1, 152, 0.5079, 0.0006, 87.500, 100.000, 0.864, 0.375, 0.9055, 0.7650, 0.5885, 0.4019, 0.2386, 0.1221, 
1, 142, 0.9602, 0.0006, 79.688, 98.438, 0.876, 0.424, 0.9089, 0.7714, 0.6000, 0.4057, 0.2330, 0.1024, 
1, 132, 0.3849, 0.0006, 85.938, 98.438, 0.881, 0.414, 0.8940, 0.7312, 0.5488, 0.3736, 0.2222, 0.1178, 
1, 122, 0.6214, 0.0006, 82.812, 96.875, 0.878, 0.360, 0.8972, 0.7316, 0.5223, 0.3191, 0.1632, 0.0573, 
1, 112, 0.3608, 0.0008, 84.375, 98.438, 0.841, 0.300, 0.8902, 0.7307, 0.5287, 0.2975, 0.1155, 0.0407, 
1, 102, 0.3593, 0.0008, 84.375, 100.000, 0.856, 0.204, 0.8771, 0.6828, 0.4280, 0.2274, 0.0930, 0.0257, 
1, 92, 0.2857, 0.0006, 90.625, 100.000, 0.905, 0.334, 0.9193, 0.7932, 0.5955, 0.3560, 0.1606, 0.0481, 
1, 82, 0.2013, 0.0006, 95.312, 100.000, 0.897, 0.371, 0.9142, 0.7818, 0.5804, 0.3497, 0.1814, 0.0742, 
1, 72, 0.7661, 0.0007, 82.812, 100.000, 0.844, 0.406, 0.8556, 0.6396, 0.4380, 0.2837, 0.1584, 0.0630, 
1, 62, 0.2829, 0.0008, 90.625, 100.000, 0.867, 0.250, 0.8770, 0.6841, 0.4249, 0.2277, 0.1005, 0.0332, 
1, 52, 0.5132, 0.0009, 84.375, 96.875, 0.774, 0.205, 0.8556, 0.6836, 0.5001, 0.3069, 0.1408, 0.0453, 
1, 42, 0.8779, 0.0012, 70.312, 96.875, 0.621, 0.253, 0.8254, 0.6061, 0.3575, 0.2100, 0.1251, 0.0747, 
1, 32, 0.7038, 0.0010, 78.125, 98.438, 0.697, 0.183, 0.8382, 0.6533, 0.4808, 0.3163, 0.1739, 0.0918, 
1, 22, 1.9604, 0.0016, 51.562, 81.250, 0.398, 0.148, 0.8232, 0.6039, 0.3763, 0.2118, 0.1159, 0.0687, 
1, 12, 2.1442, 0.0020, 29.688, 78.125, 0.255, 0.136, 0.8175, 0.6671, 0.5550, 0.4892, 0.4454, 0.4262, 
1, 2, 2.3062, 0.0023, 12.500, 51.562, 0.114, 0.049, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 
1, 0, 2.3080, 0.0023, 6.250, 46.875, 0.114, 0.044, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 
