Files already downloaded and verified
CIFAR100_resnet50_200_100_0.01_RobustnessG_eps=0.3,_delta=0.52__32
test_models.py --dataset=CIFAR100 --model=resnet50 --tensorboard=True --pruning_config=./configs/CIFAR100_200_100.json --constraint=RobustnessG(eps=0.3, delta=0.52) --dl2-weight=0.01 --batch-size=32 --name=CIFAR100_res_64_advset --checkpoint_folder=CIFAR100_res_64 --log_file=process_output/text/CIFAR100_resnet50_200_100_0.01_RobustnessG_eps=0.3,_delta=0.52__64_r20.txt --starting_line=0 --restarts=20
print_iter, neuron_units, train_loss, train_dl2_loss, train_top1, train_top5, train_cons, train_time, test_loss, test_dl2_loss, test_acc, test_constr, adv_acc1, adv_acc2, inf_time, test_time
0, 7552, 0.0027, 0.6790, 100.000, 100.000, 0.188, 26.102887392044067, 0.2359, 236.33039808273315 
1, 7552, 0.0018, 0.4950, 100.000, 100.000, 0.281, 496.37570571899414, 0.2989, 282.66896295547485 
2, 7352, 0.0074, 0.5076, 100.000, 100.000, 0.094, 971.2216277122498, 0.3136, 331.49300718307495 
3, 7152, 0.0076, 0.2615, 100.000, 100.000, 0.312, 1446.9162287712097, 0.3287, 382.7936022281647 
4, 6952, 0.0054, 0.2162, 100.000, 100.000, 0.312, 1922.3360764980316, 0.3187, 431.0089497566223 
5, 6752, 0.0121, 0.2382, 100.000, 100.000, 0.344, 2398.868637561798, 0.3109, 478.5222816467285 
6, 6552, 0.0033, 0.1575, 100.000, 100.000, 0.344, 2877.0720868110657, 0.2714, 527.1389806270599 
7, 6352, 0.0146, 0.1406, 100.000, 100.000, 0.469, 3356.1586606502533, 0.2766, 572.8506891727448 
8, 5952, 0.0080, 0.1549, 100.000, 100.000, 0.406, 3887.787115573883, 0.2261, 618.3483505249023 
9, 5752, 0.0200, 0.0821, 100.000, 100.000, 0.406, 4368.52970123291, 0.2140, 663.6086850166321 
10, 5552, 0.0165, 0.0803, 100.000, 100.000, 0.406, 4850.580376148224, 0.1711, 709.048490524292 
11, 5352, 0.0346, 0.0447, 100.000, 100.000, 0.625, 5333.637410163879, 0.1429, 755.0996911525726 
12, 5152, 0.0271, 0.0607, 100.000, 100.000, 0.469, 5818.064293861389, 0.1440, 804.3760192394257 
13, 4952, 0.0560, 0.0401, 100.000, 100.000, 0.625, 6303.786262989044, 0.1332, 852.1239848136902 
14, 4752, 0.0571, 0.0072, 98.438, 100.000, 0.875, 6790.289116382599, 0.1305, 897.371479511261 
15, 4552, 0.0913, 0.0729, 96.875, 100.000, 0.531, 7277.65051484108, 0.1011, 942.7208490371704 
16, 4352, 0.0771, 0.0229, 98.438, 100.000, 0.750, 7893.725422859192, 0.1095, 987.8733077049255 
17, 4152, 0.0559, 0.0113, 100.000, 100.000, 0.750, 8383.977035522461, 0.0880, 1033.1479456424713 
18, 3952, 0.1300, 0.0636, 96.875, 100.000, 0.562, 8875.170049190521, 0.1108, 1078.4513771533966 
19, 3752, 0.2631, 0.0311, 95.312, 100.000, 0.719, 9367.614767074585, 0.0851, 1123.7640602588654 
20, 3552, 0.1706, 0.0531, 95.312, 100.000, 0.625, 9861.014008522034, 0.0999, 1169.8555595874786 
21, 3352, 0.3174, 0.0205, 90.625, 100.000, 0.719, 10356.006709098816, 0.0278, 1215.094212770462 
22, 3152, 0.3179, 0.0067, 90.625, 100.000, 0.875, 10851.665846347809, 0.0387, 1260.1380679607391 
23, 2952, 0.5115, 0.0224, 81.250, 100.000, 0.812, 11348.363826990128, 0.0580, 1304.9849524497986 
24, 2952, 0.2329, 0.0241, 92.188, 100.000, 0.719, 11669.030224561691, 0.0574, 1350.1884498596191 
25, 2752, 0.3394, 0.0457, 92.188, 100.000, 0.562, 12167.559360027313, 0.0355, 1395.1033141613007 
26, 2552, 0.5243, 0.0109, 78.125, 100.000, 0.875, 12667.282966136932, 0.0314, 1442.229156255722 
27, 2352, 0.5452, 0.0443, 84.375, 100.000, 0.656, 13167.42794585228, 0.0600, 1489.628628730774 
28, 2152, 0.6813, 0.0280, 79.688, 98.438, 0.719, 13669.038307905197, 0.0331, 1534.5763621330261 
29, 1952, 0.7718, 0.0124, 76.562, 95.312, 0.781, 14171.409395456314, 0.0430, 1579.4600491523743 
30, 1752, 0.7302, 0.0130, 81.250, 95.312, 0.875, 14675.103602170944, 0.0420, 1624.9131710529327 
31, 1552, 0.7069, 0.0159, 79.688, 98.438, 0.781, 15179.596384763718, 0.0466, 1669.7251484394073 
32, 1152, 1.5353, 0.0227, 57.812, 90.625, 0.688, 15888.367826223373, 0.0208, 1714.5253546237946 
33, 952, 1.7697, 0.0166, 48.438, 87.500, 0.812, 16396.108471870422, 0.0171, 1759.4212996959686 
34, 752, 1.8112, 0.0109, 50.000, 82.812, 0.844, 16905.305485486984, 0.0300, 1804.3307728767395 
35, 552, 2.1343, 0.0533, 40.625, 78.125, 0.500, 17415.531400203705, 0.0553, 1849.2261164188385 
36, 352, 2.7103, 0.1693, 28.125, 67.188, 0.406, 17926.42318058014, 0.0462, 1895.0661981105804 
37, 152, 3.4763, 0.0290, 17.188, 51.562, 0.750, 18437.811238527298, 0.0289, 1940.1805839538574 
38, 0, 4.0081, 0.0000, 7.812, 26.562, 1.000, 18950.216989278793, 0.0187, 1986.484710931778 
